song,text
"Taylor Swift_Sweeter Than Fiction","hit saw lost eh last slipped running would color could hope shattered knew wrong perfect rest picture onto know come one proud started fall many seen wider light like crawl shot sweeter fade stand never next time u fiction frame loved something got sound made came tall coming someday ten say crowd wish ever remember foot eye undone sight call yeah distance look name put pain weather thought oh hear history right make heard along forever life dark rain saying knee ground proved better"
"Lady Gaga_Donatella","purse forget know puke silk beyond donatella blonde think designer walk fab oyster card upper promise em full clothes light advice even radiate listen today red runway gay wan ask marlboro name tan day taipei take boulangerie spring bit tank though ooh okay tiara vita dress size magic friend bad hold season misunderstood dolce nah feel gas thin thing get skinny voodoo salad gon versace spray smokin check little black champagne bitch taffeta wear drink like guilt na babe holiday smoke new good class rich tailor fit pearl"
"Westlife_Everybody Knows","said love touch exception know care enough used loving way divide like time talk never everybody chorus mine busy everyone even fool u let anymore find smile bridge searching much say wish sure doubt conquer easy feeling people afraid want rule make word thing tired one hard show"
"Michael Jackson_Love's Gone Bad","brain said sleep gone mirror true tenderness love ai slime world black seem everywhere cryin rainbow choose destined instead runnin way kinda fountain like comin mouth fool see ah tear since sad live got face window must made bad heart without ont always lose wake comfort sea crow everytime name feel look pain taste fell back right callin night go pane promised flying bitter life sign nothing one water man"
"Michael Jackson_Black Or White","saw message told true wrong said color ai tonight black stuff gang side come tale spend ooh brother saturday blood goin causing human nobody rather seen miracle turf nation global print baby race tough protection dirt kicking see thinkin second yea war face grief yes sun bang sew none eye rough place scared relation agree going bright happened boy matter business space duller mean girl tell hear right believe white whoo either devil club took sheet life equality get tired one scale"
"Westlife_Amazing","swim lie hope shadow crawling gone admit would could bring set faith ocean moving way pride like holding never lifetime let devotion live see burning looking storm window must straight point working feeling fire protecting ending tempting feel thinking thousand follow heading oh sake solid amazing back right others make believed guess lit around one still"
"Lady Gaga_Im On The Edge Of Glory","reason wrong belong love alone tonight fall push baby na home think got truth aint yeah run rush dangerous hanging glory need moment feel limit right take edge gon hard man"
"Michael Jackson_D.S.","die sheldon ad stop mother know shock letter brother alive single half way remain ta as lib na never want vote fade cold every think bad tried surprisei say cause taught dead cia wan fbi himright kkk bet bsta political send take really missioned dom life social anyway get either nothing man"
"Michael Jackson_Jam","rushed jam problem love world keep rearranging bum know track seems want system asked buddha found much execute within favor somehow mingle pray prophet right hurt criminal go last wrong guy cry peace nation time work chorus fan fear false bridge michael must self ask day jingle one said lost god hand ai maybe changing damn brother later jackson plan cooled smooth baby contradict together tear funky find got makin possibility prediction janet uh fly talmud boy jungle recognize huh mike repeat conditioned doom hot door told neighbor stuff come sings like shout talk stand let see live big face confusion abundle cause boom song age scream mind relaxed people movin temple first thought hard man"
"Celine Dion_Calling You","hot dry sleep little know machine cry bend close baby coffee change sweet wind coming fixing place release need desert road blow nowhere hear calling oh right cafe around vega better"
"Rihanna_Love Song","hope lay possession whoever wrong daily beating love ai maybe world set know asking come affection wondering clothes close miracle drowning push baby time na want work save let cold sounding got nigga tight window express physical impression heart say play ohh hold lose soul wan mind stingy slip grown need boy name feel moment shopping lately desperate put poor oh give girl control turned nothin ohhhh really around might one show"
"Justin Bieber_Fairytale","hit lay true miss book perfect hand ai upon knew dropping know star best come slow damn spit loving dear air way making ride wear away cool swear darling baby real glad want na anything like glove let rapunzel charming looking got whisper stare slowly cheek across eye cause wedding princess yeah scared call wan hour easy stay going story fly ending look put need fast rocking insane gonn oh blow girl please go prince take money hair curb deserve ha jean fairytale promise"
"Michael Jackson_Ain't No Sunshine","gone sunshine ai alone know hey wonder get away like long bone time want cold home warm something every ever always stay darkness house ought feel good oh girl day right leave anytime around go one"
"Michael Jackson_Bad","lay true game wrong could hand man doin better world daylight stuff come know giving slap sayin butt seen long like shoot na mouth chorus mine let whole answer lock well talk watch change listen face friend stone bad eye say sky place mind three throwin feel limit lyin broad tell right telling nothin word make hurt count really hide cheap tomorrow get kill fight gon wait show"
"Westlife_Fragile Heart","inspiration burn game would could realize love forget revolve world aiding know come care endure dream yet affection loving choose complete destroy baby never save let u emotion inside think found grow much bond heart felt new sure lose appeal mind fire mend another need feel pain oh give help calling wall make fragile broken tomorrow thing go voice deep gain around break hurting one hard past"
"Rihanna_Hypnotized","hand love ai closer touch keep little crazy know temperature way ta like drive teasing next baby babe even never captured magnetic easily inside something got smile watcha hypnotized mistake fight tried eye survive naturally ohh hold understand spinning left rush working feeling falling fast boy name feel afraid look addicted oh getting mmm hear day amazing connect make escape night thing happens style electric flying get really ground one rise pleasing"
"Linkin Park_One Night","tonight open dream way stood carried light real far time twilight behind got whisper claimed wind ear eye headlight sky place echo leave scream fixed forgot ahead road make tomorrow word edge night cast voice meet take eternity upon one water still"
"Michael Jackson_My Girl","talkin sunshine month cloudy hey ooh way baby sweeter even claim cold honey got much fortune envy outside say song need bee feel bird tree rich girl day make money guess fame may one man"
"Michael Jackson_Girl, Don't Take Your Love From Me","kind foolish true gone could wanted love little forest know cruel erase way strength away baby chance time na chorus see find misery bridge say stay late mind tree oh blow girl tell give please mean make leave take really hurt lean thing upon gon past"
"Taylor Swift_Speak Now","kind running family church horrified know seems queen away pastry chance daydream float silence fond eye lose run vow look girl hear occasion lookin shaking gesture last wrong room would aisle marryin bridesmaid peace organ pageant time surely everyone snotty inside yes rudely curtain speak play wish back white around wearing somewhere said hiding hand pastel tux bargin death baby friend say hold veil need boy march dressed lovely forever wait door little preacher start single like glad stand let see gown sound song shaped uninvited yelling thought sneak oh exchanged meet"
"Justin Bieber_Kiss and Tell","problem keep spend whoa know way want everybody mine ruin u since kiss somebody ohh yeah hush girl rockin callin noo go facebook quiet em mama ta seen cool real whole couple time tellin something jb treat use play call kissin wan homies drama confidential chemistry definite one said could ai lip twisted ride baby private got say possibility fly need feel rule thing get nothing gon privacy little start rather like na see made observation girlfriend cause tmz stay mind people good oh tell conversation tweet chick"
"Westlife_My Girl","talkin sunshine month cloudy hey ooh way baby sweeter even claim cold honey got much fortune envy outside say song need bee feel bird tree rich girl day make money guess fame may one man"
"Westlife_Smile","cloud breaking trying maybe keep sorrow come though trace cry although worthwhile light time even see tear shining find smile fear every face sun must near use heart sky sadness ever aching gladness may tomorrow hide life get still"
"Lady Gaga_Mega Mix","car love keeping know best disco conivct nobody way bar want never u watch stick read much price heart record raise dance follow looked hurt card fame em hit photo wrong spade spin buy light real time fan something leather red gaga play wish texas wan biggest else ready take jean one show eh game luck though hairspray fall okay ride someone baby denim cherry sick got friend say hold sure boy telling kid get nothing hot fold glamorous flashing start beat superstar like drink babe na let met gunna intuition face poker boom place stay good thought oh mean ohhhh hooked fun"
"Michael Jackson_Baby Be Mine","share reason lady future could perfect love world promise side touch heaven everything dream darlin paradise mornin ta way melt away long light baby time na never fade mine let u change live warm burning see magic inside fear every got still thrill today sun climb sweet begun heart lasting livin say sky hold stay feeling mind need moment dawn different ecstasy give girl darkest day mountain make believe take night embrace guess passion desire heat arm gon show"
"Michael Jackson_Dirty Diana","phone taunt walked tonight musician know everything want never home eye heart looked life deep fame ok go tired promise band touchin star prestige ran real far time fan fortune curtain call move forgot unlock probably please back take turnin saying blind said dirty care sayin backstage baby sleppin trapped weight say nah need boy make night thing alright wait door alone stuff come hey start seduce town freak like diana let see every coming worried cause stay lovin hate key oh carefree sleeping man"
"Linkin Park_When They Come For Me","mistaken motherfucker chuck closest seems person situation tough want everybody change found swallow record dance follow talking amma money underrated forfeitthe fame criminal catch stop ya wack far even work kane fortune robot stage peak lazy motherfuckin increase one act correct said game ai pattern opposite fucker ring brought funky got oughta say crack lauryn rocking telling weighs thing get step heat worse followed gone trying uzi mother come start synonym blueprint ton chain student like dog next leader big role every came weak taught place slack people ugly first theory punk complication curse pill model born try gift awfully monkey beat"
"Lady Gaga_Stand By Me","come cry fall light long darling whenever stand crumble see tear shed trouble land moon sky tumble yeah sea look afraid oh mountain night dark upon"
"Lady Gaga_Greatest","hope said hand know enough permanently cry fall apart like greatest wing baby na see lift middle inside heart wan another feel matter give day make broken hurt thing took waste cuz"
"Michael Jackson_Tell Me I'm Not Dreamin' (Too Good To Be True)","true shadow disappear slipped room could love know come paradise morning fantasy like real talk chorus let mystery image magic whisper coming eye heart say wake midnight feel good talking tell dreamin back believe night took surprise voice dark go moonlight show"
"Taylor Swift_Love Story","saw daddy head young love keep know everything faith letter air juliet way waiting close away mess never think summer eye crowd talked run balcony story escape go tired quiet ball cry pulled standing light real hello garden yes difficult ever dead pebble please white outskirt take fading throwing romeo around somewhere said baby dress ring save got flashback say left party afraid feel make really scarlet trying knew staircase little alone come start wondering town marry pick dad see met gown coming knelt princess stay begging feeling first sneak oh tell prince ground"
"Taylor Swift_Today Was A Fairytale","saw planet wore told beating chest hand love clearer everything pretty used air way standing like dress mess time whenever picked distress magic smile today slows got every must made much face heart say kissed yeah damsel move another sense put feel gray oh getting fell looked make right nothin take prince took dark six around fairytale"
"Westlife_Reach Out","door wrong hand love world alone side everything living cry decide close zone drowning like away far torn lock distant want cold destiny fear war stone ear heart land pull shut ever hold sea battle mind unlock reach need throw key oh mean shelter right hide life rain still"
"Justin Bieber_Love Me","miss blind wrong minute love leavin belong little spend know ya everything care disappeared dear honestly baby time na never fool let think still listen friend every near kiss without say heart truth angel refuse hold stay wan put people worth thousand sucker give girl sent oh tell hear right day nothin money guess try get go one promise"
"Westlife_Never Knew I Was Losing You","door kind game wrong would love knew world alone tonight side crossing though yet wonder show like long someone time want never even na faking live regret well shared loved behind anymore something still looking find came direction walk nicky play wanting left always yeah mark feeling mind else need losing feel first oh road tell go hurt bryan life took caught sign gon better"
"Michael Jackson_Morphine","kind daddy shit demerol drift close away want never twice u rival trsut lick hee much kiss relax heart eye drug tried attack talking right hurt fame trust liar soul line morphine takin cry goin win swine hoo work cut today flat truth body taking please oooh back nothin throwing around desire one game god doin convince kicked baby race unrelying sick got yesterday undesirable convert bad need put sit resent make count nothing hot shame talkin unreliable dismay buzz bitch dog babe kick honey every face ten place always going another survivor hate oh leave reliable hard"
"Westlife_Somebody Needs You","door wrong belong love alone tonight know open one turn human like light na never want still found sometimes must mistake somebody cause forgive else need thinking talking girl pray make believe leave take hurt dark around gon better"
"Michael Jackson_Take Me Back","saw saying green shone hand belong ai love problem world side come everything fall way like baby want grass ah tear home find every face sun without heart goodbye place caused forgive else need feel thought brighter back search make take card life rain go ti nothing still"
"Taylor Swift_The Other Side Of The Door","phone love car walked keep know staring everything ignoring enough stair slamming away sitting want mess eye yeah misread look called chase right might lie picture side broke cry hundred picking pride carried time even must wish mad remember pebble back white throwing screaming saying said could closer baby dress window outside say left confess need faded make really thing night heat nothing fight wait door trying wanted little alone black photograph babe stand see stupid face coming cause scream stay beautiful going mean tell pouring word leave conversation rain"
"Michael Jackson_Greatest Show On Earth","wheel love world carousel child rainbow turn ferris get show away fantasy like greatest time colored chorus holiday see yea today trapeze part eye spinning carnival beautiful earth circus mind e everyday worth oh high right make believe flying money around step ticket man"
"Rihanna_Oh Baby","gloom hand ai worry stop hey smiling turn steady moving photograph blue way away long push someone baby like mile mine happy stride smile every sun walk place hold mind going losing fast fly put feel good thousand oh getting day right back tighter take stronger took try around go learning still"
"Justin Bieber_Life Is Worth Living","running quarter showed love world enough blast way hazard truck blizzard u april crucify read mistake somebody heart pull working strong perception forgiveness avalanche hoping life ski go salvage last line would slow affection slope seen miracle light couple time even map cold figure ever doubt relationship judge ended sent day deny skating show said god perfect ai tank living treadmill praying got direction stuck hold ice put feel holler ahead gas thin make may help crossroad gave tearing grace reputation journey like long comin midst meaning live see dollar place angel scream another people different worth thought oh mean give try better"
"Taylor Swift_You Belong With Me","door phone said kind room could belong maybe captain cheer know hey dream sneaker cry bleacher favorite town seen standing wear walkin waiting like light humor baby drivin whole time never tuesday brought see short since middle find something looking got smile think girlfriend dreaming laughing say skirt song remember ever wake typical music understands going jean easy story ought house thinking park street thought oh girl tell day high back upset make laugh along night listening bench get help one heel fine better"
"Linkin Park_The Little Things Give You Away","chilling hope disappear simply wanted little everywhere stair ocean mistakin generation nation away like someone na levee window washed stare ever foot wan reach look decay gray oh mean give truly nothin thing rain six ground breakin water"
"Taylor Swift_The Lucky One","young love car showed know queen bought everybody since view think year sky yeah understand look end hell riviera right money took fame go still line figured secret dream wonder disappeared lover dignity cool light time even garden city chasing fortune diamond square name foyer page bunch school splashed news flash take chose one somewhere pretty later alive legend got say land feel make night thing confused black used town like let big camera sixty made front place angel new another lucky rose oh tell madison"
"Taylor Swift_22","scene ex crowded perfect love forget keep tonight know everything one best dancing instead fall many seems ditch way ta breakfast like cool dress next time want whole magical happy hipster deadline ah got miserable ahah dreaming bad stranger lonely place ohh yeah feeling uh look midnight free feel bet end heartbreak uhoo oh news make sleeping night uhuoh kid confused alright fun"
"Celine Dion_I Know What Love Is","catch straight lost shadow could love side know come one doubting star dream ocean wide eyed fall way close opening away highest light far time live forgotten climb shined heart cause wish taught darken always reach fly name feel called oh guide innocent day high mountain believe unspoken word nigh thing deep go nothing breather quiet"
"Linkin Park_War","lost wrong spare black side four justify peace death apologize two light victory destroyer war grow cease three need pain right eternal despair decides forever life become prepared fight one laying better"
"Taylor Swift_Beautiful Eyes","somewhere miss love little tonight know everything dream cry alive way long baby want na chorus mine never let see looking think lullaby tight sometimes stare kiss eye heart cause hold wake beautiful late wan fly need oh right make night felt"
"Celine Dion_At Last","last could love heaven come dream wrapped blue like never mine clover found thrill heart speak lonely song sky yeah call press spell oh day looked along night cast life known smiled cheek"
"Lady Gaga_Just Dance","phone shawty reason love car keep tonight spend know enough steady many gettin way close thorn floor watch tryin psychotic carve pocko much symphonic eye record shut yeah hip dance round right shirt believe break go hit last twist slow flaw done dough spin cool electronic chorus work inside red use gaga wish remember rush name control woah checkin meantime bleed straight lost could ai bit twirling turn poison okay energy lysol hosed baby mouth anymore find got say woman muscle hustle tomorrow get gon alright catalog doo playboy little come start half flex blueprint pick wine drink like drive babe na stand let see clean without stay going da people rose key oh give konvict leave club man"
"Rihanna_S.O.S. (Rescue Me)","head love rest tonight mistaken know best keep enough crazy verse way close never shaken unfair lesson somebody testing knot ohh losing rescue moment tummy right ohhh intro lookin felt arm still die sleep true presence seem video common making real question time chorus inside bridge yes sanity incessantly hanging sense course la control issue please take pressing desire turnin one heel lost miss aggressive said could tossin stressing version open lala dancer someone baby stole find outro got looking hold uh boy put feel vanity huh telling make night guess get help hot door gone come tiny like healthy lock answer see cd second every obsessive begging feeling mind going lalala thought oh calling unspoken word hard"
"Celine Dion_Little Bit Of Love","true disappear picture bring love bit ai world caved little know come side enough done morning way ii long baby anything tough chorus let shaken anger see floor scott shared solo jump smile something still bridge sometimes confidence showing iii new hold fire breakdown gaudette need look pain good oh back right believe word broken really take life night stronger catching get go ease man"
"Westlife_Something Right","love know care alive overrated baby want never chorus lifted ground elated find inspired something got found looking made must cause truth left understand yeah need changed moment feel prove thought give right higher make turned really believed life around deserve nothing one"
"Coldplay_Oceans","trying love world alone fall blue never claim change find behind got sun came sky call pain ready wall meet rain wait"
"Celine Dion_If Walls Could Talk","door shadow would could picture love secret stop keep know come hey rainbow fall lover making safe long two like wing chance light want never talk painting see behind magic inside every string window weak chasing closed cause say eye play lose always hold call move press feeling fire people empty good ecstasy control lying tell give taking hear news wall memory oh ohhhh felt heat arm one violin"
"Lady Gaga_One","demon kind bring shit secret stop sin tin know one enough done gon verse many two job time chorus na everyone juda roof today bridge made walk bad yourheart say ooo wonderful kept gay paythe thinking first onewho oh mean make alwayshave take club thing try go friendsare fun"
"Lady Gaga_It Don't Mean A Thing","hot sweet lady doo mean bennett gaga sing ai tony give make rhythm thing wah everything oh difference swing got"
"Celine Dion_A Song For You","hope heard head could love forget everything start listened singing let live well inside made kiss without say heart song melody understand yeah music end feel la oh give word describe deep one"
"Celine Dion_It's Hard To Say Goodbye","die lost told wrong would love touch know best dream used start loving okay way like far na work never want feelin change see something looking must much understanding eye without say heart goodbye truth hold feeling controlling else losing feel first revealing demanding begin back believe broken hide becomes try help gon hard"
"Westlife_All Or Nothing","room could realize bit sharing rest promise keep know best care though choose fall way ta older seems someone baby time distant even want never live see well telephone inside something got friend eye cause bottom heart left lose call relationship mind cuz reach look end feel nothing thought give nowhere simple tell memory believe right leave make life get fair fight show"
"Michael Jackson_Is It Scary?","mirror performed crazy know stair air nobody sitting want floor found eye heart yawnin hear wall warning life visualized spoke grotesque tired soul bed haunting beating reveal ya everywhere dancing purity eccentrialities light materialize coughin inside spirit treat stranger truth amusing reveals seek proof screaming around one foolish hiding abused height scary ghostly trickery fantasy baby smell beast exactly masquerade lonely rocking feel ghost dark gon door goul creak come scaring chair start confusing hall like na talk let see behind came coming beneath oh tell restless evil performance"
"Westlife_Every Little Thing You Do","true reason love secret keep little know come everything hey enough dream alive fall way want never stand let explain since see hello smile every sometimes near heart say crowd ever point ask need feel matter hear anywhere laugh make really thing ignore go trust show"
"Coldplay_1.36","blind cloud minute sister keep suffer normal come become number brother mourn long recover sitting together never ladder u see find stick something every climb much cage soon stuck yeah deceive discover corner another look believer bird nothing leave take born try monkey fight one"
"Lady Gaga_Wunderland","merry hand check heaven open champagne ball plan moving spin eleven baby mouth talk let met breath got kiss dj play ever record hold music boy dance wunderland body good believe pink count go"
"Coldplay_In My Place","line lost could come crossed long change must sing place yeah scared oh please back pay leave go prepared tired wait"
"Taylor Swift_Red","maserati head trying color wanted wishing regretting sin love grey alone could know thatstrong crossword come impossible memorizing loving moving autumn fall blue frontof favorite suddenly ta passionate isno flyingthrough like time never remembering answer missing let change see solve burning met touching fighting found got red wind somebody flashback song ever new lose forgetting old echo yeah easy driving mind spinning bright ending losing free street gray oh tell right back word realizing knowing dark known go already faster still"
"Lady Gaga_Freezerburn","bed lay burn gone room chest bring love leavin closer world keep feezer temperature naked start loving tip crystal making finger frozen like frost baby freezerburn sweat drippin time freezer let babe cold hello warm breathin touching handle box tight sun candle sometimes icicle heart say livin moon hold small ice whispering need body blanket oh lying lingers cover freezin please memory make feed kissing deep snowflake get nothing laying"
"Linkin Park_Lying From You","said running would wanted trying forget alone know everything fitting rather way bend worst person away like aside push want talk never let see pretend second exactly think part cause taught truth always stealing remember pulling stay condescending pushed pretended ought look thought lying anywhere back take listening really turning life criminal go"
"Linkin Park_She Shines","bed said river head pick lied like shine eager flower want everybody chorus loved"
"Justin Bieber_Hard 2 Face Reality","significant phone last talkin line hope healed ai alone know though reality totally away long time stand even givin home feelins standin face adjusted sometimes outside heart front mad stay relationship easy wait afraid mean right pooh night opportunity life try get might protect hard bear"
"Coldplay_Cemeteries Of London","arch lay spring saying said breaking would god head london witch know come open ocean morning way town river light nighttime singing save see garden today cemetery searching underneath heart lalalalala house walking street la day weeping ghost sleeping broken night rode curse dark go toiling"
"Westlife_Back At One","line true reveal would love threw little know come four plain hey dream done used start child whose fall apart way emotional undeniable like two real far time together never want work let u mine see unbelievable got undesirable made sun came coming begun cause say heart lonely ever new basis three need breathed feel key nick girl back make believe repeat thing incredible five farewell dark night life step one show"
"Rihanna_Music Of The Sun","forget come one closely air morning sens close away thesun light like real far question want never let explain meaning see stress save second listen guessing sunlight sun relax eye trouble say place new yeah move music feeling need another moment feel matter dance body oh rhythm brings hear day till playing amazing escape right take life go trust alright beat"
"Justin Bieber_Maria","door scene saying wrong seduces would cop wanted love ai trying could stop keep alone crazy know tv everything ya ooh affection making dragging maria like baby faking na never dying dirt mine let met got wildin say knocking mad play truth goodbye call yeah wan scheming attention need almost name foolishness throw oh give girl tour talking tell news leave magazine quit lie"
"Justin Bieber_Happy New Year","minute love car know best everything nobody dat want never ruin home float thatlike year kiss heart aint yeah mistletoe special grab house moment yo called girl right rockin stronger lookin promise em true guy man stop ya aye hardy ta anything whole mayan listen today smith red yes remember beer music wan dyin body justin around toma lady hand closer bieber ooh fun plane someone baby got friend bad say uh party clear almost need put rootbeer feel excited knockin root make count get commin gon nothing cheek door jaden leavin knew impossible start like na bout ago trippin lien hottie coming cause neck new small cougar people oh give tell especially crew nice welcome try moved beat better"
"Celine Dion_Laissons Entrer Le Soleil","tre projet si tu savoir sunshine enfants cras marchant il parles vie guette et secret p trifi aux en laissez nation monde son futur laissons let bout hasard fronti le mensonge dans entrer silence no part solitude je refoul se e riques du jour manteaux de un traqu re nous qui cr certitude pond vent par quelque soufle vois chim glac f soleil"
"Rihanna_Roc Me Out","daddy cloud miss whatever head hand secret keep tonight dirty know come blew best forth way show like long win baby time want na finish roc let hurry floor watch loved clean bad eye speak lose foot yeah feeling wan hush need boy put feel different oh give girl taking ready back make right take peek life get ground gon better"
"Michael Jackson_A Fool For You","door lay said told love neighbor know ya pillow hey four ooh used cry morning blue way clothes long somethin like baby cried time want talk never fool next ago well since something must walk year say ever yeah wake old easy two three reach put feel oh give cool day make loud five around break one soul"
"Justin Bieber_You Leave Me Breathless With Your Words","bed wrong hand come care grip done term wondering holding like taken together let explain breatheless smile breath tight say felt agree breathe another changed feel shre give day right leave word night thing surprise may fight secure"
"Justin Bieber_Who Shot Ya","brain running minute love wounder best letter apart never change short handle tryin much eye heart fought weather called hunter tryna life shooting felt switer go still flyin roll set oky ya peace goin landed starting vanish whole time cold figure quick storm jahova yes ever fire paper high pay ascend take granit goal strange men lost gunner could hand nut plane swag thunder find grow tryina payin say feel make thing stright kid heat alright wait pen come start wash rether like long rearange geter see big every tall grand bold feells rain defintly better"
"Coldplay_Clocks","swim cursed head could named wanted stop know come unsaid gon closing waiting saved knee light shoot na never singing apple cure brought tamed home confusion part tiger tide tried trouble missed sea else compare plead clock oh wall back go take thing opportunity disease ticking upon nothing beg"
"Coldplay_Up In Flames","burn gone wrong slowly oh long tasted song stop time pour know flame flying salt water"
"Lady Gaga_Love Mail","message lost could gotten belong love car promise crazy know steady written way remain away like long baby flower far mine leaving warm find something got still bleeding near use eye kiss reply song loose call yeah run feeling easy chill need almost feel thinking moment good may mail oh thought tell hear day flash send back playing answering word needed arm life voice nears caught confused one email"
"Westlife_That's Where You Find Love","line last could wishing love closer touch little know everything star ocean prize air like greatest glad baby want na never u home find exactly smile listen found got friend made eye say place pas sure wan ask people feel give search right laugh take thing arm"
"Westlife_Before it's too late","hard shied seem come everything cry wondering away anything time na never chorus tear find something fear sometimes mistake say speak place always wake late wan mind seemed tell simple day make leave hide thing try one wait"
"Michael Jackson_Little Christmas Tree","sorta went love bum joy little downtown alone everywhere care wonder used fall seems waiting standing close away like chorus bell singing happy see tear watch sad window snowflake walk eye say lonely song left season chill people watchin look tree brings hear sadly leave take meet pane lookin christmas eve one bear"
"Rihanna_Fire Bomb","hope last scene burn crashing could tragedy set world tank alone whoa come know call crazy flame blast blue apart ta fluid lover bomb half loveers masterpiece baby hole na see degree ah burning breath got pitiful face window handle police near microwaving coming match killing cause front millionth left yeah gunfire watching beautiful wan gasoline going medal fire criminal move losing need clear ambulance called trail leak road oh blow ready believe take wont thing go mask lit flying get break department wait"
"Rihanna_Complicated","catch punch running minute hand love alone around know everything come little start fuck away switching like push baby time na stand together longer stick every face sometimes read complicated kiss tried cause hug say heart sure understand easy wan feel throw hate page oh give back make sleeping take really thing forever ama get hard better"
"Celine Dion_Make You Happy","hope kind true wrong could love ai set world keep crazy know slow come care spend dream gon living ya turn light two shine time na beyond want together happy let u regret change view see mine find met got sun eye cause without place sadness sure vision yeah point agree wan people free strong feel pain untrue good give conscious day happen make others take go thing life rain get might one show"
"Lady Gaga_Edge Of Glory","reason wrong belong ai love tonight alone know side flame dancing fall push baby far time na hangin shot everybody home something got kiss truth yeah run call rush dangerous shade glory alright need another moment feel put limit name hell right make take edge life final gon man"
"Justin Bieber_You And Me","head month keep know everything alive tripping time want never figure something got much coming eye cause say lose spinning beautiful losing seemed people prove clock quite day back right word thing go nothing"
"Rihanna_Hate That I Love You","said reason wrong affect love ai awhile lip forget touch maybe world sudden everything know whoa ya ooh power way like long stand na want fuss let beyond fair sad magic exactly smile must despise much advantage kiss weak mad remember always yeah completely stay wan need boy spell fact hate probably oh girl day laugh make upset right adore take go fight one"
"Celine Dion_I'm Alive","die cloud god could trying love raising worry touch set rest know alive drift standing away wing glad time flight breath spirit made much begun heart cause sky filled call yeah fire woman reach fly look feel good oh mmmm hear day high higher take life get one bless wait"
"Celine Dion_Faith","gave reason figured crazy know care faith opened many way building time na want fool sand near eye cause understand yeah stay late story beside afraid feel different castle called oh mean hear please right make believe take guess sign go gon still"
"Celine Dion_Another Year Has Gone By","said saying gone true could hand love keeping birthday side know come everything though start many lover holding acting like together never let met much year eye heart without goodbye remember truth always special july another walking announcing history occasion right december word thing guess deep get go one still"
"Taylor Swift_Superman","hope said miss wishing love forget world mother know come reputation wonder yay single window away like swear drive far flower talk work never save he busy let watch loved smile got every today something singin irrational much tall someday eye complicated say bad lovestruck place always superman yeah beautiful old card call ever fly put paper brown first la looking tell hear day girl back briefcase right word go take thing forever dark ambition deep around father really ground one fine"
"Coldplay_Where Is My Boy?","saw kind scene line said head hand shattered affair maybe world changing know come open dream cry number fall way seems making seen baby time race never stand unharmed flew stayed see live change find something forgotten awry yes eye leg say place raise yeah state stay house boy kneel look oh tell calling often needed take shouting unscathed go arm"
"Rihanna_Four Evermore","door evermore guy peeking onto eat know four everywhere station cool like someone think advantage kiss outside radio everytime everyday another boy look walking poor funkin taking steal go cute cheek"
"Linkin Park_Asbestos","hope lie nearly ai better joy one dream start seam turn half ride away two time want na block haveto divine never let live tune yes walk part price somebody coming sing say fucking remember thetime dead run shotgunning mind den three another boy put end ugly oh give girl tell back make pay word thing guess cheap gon man"
"Lady Gaga_Black Jesus Amen Fashion","scene underground could man black nineteen downtown best jesus ooh dancing start plan way poetry wear amen baby shot work compassion pop since symbolism behind met runway york city coming revelation new concrete old left vision mind civilization put celebrate fashion spot oh taking dressed broadway grew feed passion life born stopped style moved better"
"Westlife_My Private Movie","saw frame scene true straight crashing picture love autograph lip check know everything star come slow dream pretty blue way making fantasy acting real baby fade never missing let u see meinsane cut surrounded since find private looking every sunlight face sun think sand isle heart wave viewfinder stealing yeah watching move sea working driving movie run zoom desert feel insane free body oh rhythm girl eternity playing telling make right take thing fill kissing deep motion around one violin"
"Michael Jackson_Islam In My Veins","hope die true running drinking love come everything ocean brother kabah alive blessing apart waiting making standing imaan purpose away suffered mile time never hajj mine everyone see accept tear well challenge praying near eye heart growing say ihram always tawaf allah call sight islam exalting remember muslim greeting another name feel thinking strong day truly wall stronger vein one rekindles"
"Rihanna_Haunted","door shadow gone head would wanted could love set keep everything damn compete stair instead turn closing chain hall invisible like two someone want let u see anymore inside spirit whisper got war breath fight sometimes closed eye given say wish haunted ever watching three spell boy look feel free walking pain page tell please wall memory ghost make leave really cast try get go step nothing moved hard past"
"Michael Jackson_People Make The World Go Round","board men talkin underground head ups young hippy world changing carousel cry down air clothes wear poverty swear long want everybody chorus strike polluted today old folk judge breathe people round ecology school politician teacher make pay money hair equality around go fight hard still"
"Coldplay_The World Turned Upside Down","sleep lost measure wrong breaking minute little side know star come everything plan piece seen river hundred away na never extra riding missing explain degree pilot x ah see sixty storm surface sun searching part summer begun underneath land puzzle sky bigger write wave sea feeling three fly boy name tree key hang tell please right really thing life five born calm gon"
"Rihanna_Dancing In The Dark","mirror creature stop come star dancing verse alarmed underdog light like time na chorus never whenever glowing see middle got sound skin bridge eye sky moon sure run move wan wild fast dance body rhythm hear right make night intro dark shooting heartbeat nothing gon beat"
"Celine Dion_Christmas Eve","true could love tonight spend everywhere one ooh smiling dream favorite way walkin claus light comin someone baby decorate time na bell gift holiday see brightest ringing eve got near year eye heart underneath wish say season doubt mistletoe stay falling special kissin late truthfully yeah bright need people feel snow tree look oh tell hear santa arm gently day make winter night really reflecting christmas go ground gon wait better"
